open,high,low,close,volume,marketCap,Date,rainbow_class,RSI,Weight Mean,Difficulty Mean,Reward Mean,Transaction Sum,Witness Sum,Input Sum,Output Sum,Fee Total Sum,Total Blocks
69.80890912,75.36221033,63.04311152,69.46378311,150321.04,760073583.09,2013-03-24,🟡 Hold,94.2536260202635,520082.1375661376,5581051.5689428635,1575.9352068783069,51335,0,114589,132249,2539.2542999999996,189
69.32250719,73.69499494,58.85496101,71.01798974,41913.59,777417066.92,2013-03-25,🟡 Hold,94.7644764861541,674613.0555555555,6695826.282596299,1736.6436395833332,48993,0,114283,126028,3044.6737999999996,144
70.71044003,77.76890517,61.02490678,73.21213293,79467.48,801699394.99,2013-03-26,🟡 Hold,95.426738782884,645843.7350993378,6695826.282596299,1872.722368874172,49061,0,114261,134613,3355.59,151
73.19709763,81.89516138,65.26669894,75.6978879,56618.31,829203180.07,2013-03-27,🟡 Hold,96.07564182711332,763085.0992366412,6695826.2825962985,1966.1411290076337,53207,0,116815,133985,4636.2263,131
75.71086481,87.46415518,71.83052606,83.41769084,71795.34,914042048.34,2013-03-28,🟡 Hold,97.398419542242,701362.6885245901,6695826.282596301,2149.8623349726777,60989,0,153945,158219,5190.3055,183
83.33486961,86.40715354,71.87631165,86.24812092,140006.0,945450823.43,2013-03-29,🟡 Hold,97.72310010621432,711610.2528735632,6695826.2825963,2217.7806252873556,62259,0,145547,160125,5312.426,174
86.39457912,110.10496404,83.11275841,88.09236833,83237.59,966046421.19,2013-03-30,🟡 Hold,97.91841190648096,751305.8265895954,6695826.282596301,2253.144886705202,59196,0,155864,145873,5690.824299999999,173
88.02659634,94.77866004,75.06716119,91.95877005,37290.15,1008848630.14,2013-03-31,🟡 Hold,98.27611898407396,591644.9704142011,6695826.2825963,2313.5902402366864,43986,0,119192,120977,4197.989799999999,169
91.94565984,101.08286164,83.6270888,92.52372102,21117.06,1015436079.98,2013-04-01,🟡 Hold,98.32465766731156,557350.101010101,6695826.282596301,2334.9245964646466,52770,0,129056,149296,3994.590100000001,198
92.47043987,100.7379439,82.99301486,99.56809331,90446.98,1093241069.87,2013-04-02,🟡 Hold,98.80766873615347,702102.8066298342,6695826.282596301,2521.903308839779,63276,0,147084,174895,6091.354399999999,181
99.56835171,111.16744287,94.30860758,105.68146435,81672.99,1160843513.96,2013-04-03,🟡 Hold,99.0747765125649,737164.2285714286,6695826.282596302,2724.8784542857143,63941,0,148869,181374,7591.274099999999,175
105.72455272,141.62426909,99.85990972,121.52853964,153128.17,1335441296.51,2013-04-04,🟠 Sell,99.44598986168852,886599.8701298701,6695826.2825963,3259.8430850649347,66892,0,159153,186163,9754.8318,154
121.56722721,137.92945684,119.05496851,131.20908845,88736.02,1442327385.59,2013-04-05,🟠 Sell,99.56812349543593,760596.6329113924,7005058.446383579,3324.232913291139,61373,0,139885,165155,7502.2706,158
131.17283377,148.36597185,113.22537809,139.7593577,68281.6,1536863340.21,2013-04-06,🟠 Sell,99.64735278225396,634594.0122699386,7672999.9201641,3493.746295705522,51718,0,115888,146818,5378.4262,163
139.71194721,145.89388569,114.91242591,142.16482287,18370.26,1563899979.44,2013-04-07,🟠 Sell,99.6671731501808,821974.0975609756,7672999.9201641,3562.273332317073,63541,0,148806,175995,7588.829899999999,164
142.55671787,166.5543644,139.50819302,152.89229638,60994.86,1682531942.82,2013-04-08,🟠 Sell,99.74183715399724,780801.9096774193,7672999.920164099,3865.36048967742,61680,0,136549,181864,7069.6533,155
153.78325931,205.42635035,153.78325931,182.51162327,114414.96,2009195174.54,2013-04-09,🟠 Sell,99.84944063711478,716842.8409090909,7672999.920164099,4560.250038068182,66979,0,149262,169453,8888.0087,176
182.57820022,218.86432626,176.08476171,189.90842722,105926.64,2091459135.12,2013-04-10,🟠 Sell,99.86558421164456,674096.2513089005,7672999.920164098,5415.359738219894,63881,0,152861,169321,13820.7016,191
190.0104272,250.18543566,184.08305658,228.19894118,190313.55,2514241736.68,2013-04-11,🔴 FOMO,99.91806176169452,866307.2,7672999.920164099,4613.44724625,68407,0,163630,184962,11511.5466,160
227.97921023,232.11148079,143.34274538,151.03559838,118714.77,1664678494.39,2013-04-12,🟠 Sell,52.3733989182868,655432.4624277457,7672999.9201641,3341.782019075145,58690,0,132523,159407,7444.552,173
150.85380718,150.85380718,98.20111074,117.58558608,554438.61,1296508960.86,2013-04-13,🟡 Hold,42.3045840541898,581083.6646706586,7672999.9201641,2135.1489239520956,53517,0,111808,142291,3406.6343,167
117.57126699,125.65265889,97.57958478,115.00041194,238181.43,1268484731.31,2013-04-14,🟡 Hold,41.591543773571225,701003.6339869282,7672999.920164099,2751.6206104575162,55471,0,123451,153671,5794.1948,153
114.86161727,117.55489958,84.96775029,93.2782107,166700.04,1029239938.71,2013-04-15,🟡 Hold,35.74957241479373,647875.3414634146,7672999.9201641,2473.7651451219513,54496,0,119702,171602,7218.4746000000005,164
93.27147652,111.64524887,86.17109286,99.51967961,236685.99,1098512114.83,2013-04-16,🟡 Hold,38.6084393526446,725092.8587570621,7672999.920164099,2198.2986627118644,67785,0,149542,182216,4522.099099999999,177
99.46441202,99.46441202,56.84808735,68.19326986,574486.28,753031641.07,2013-04-17,🟢 Buy!,30.6980128047487,655538.269005848,8038276.016928676,1665.9095532163744,56706,0,128379,175376,5328.2872,171
68.19239826,72.6368385,58.96921229,69.96080342,327111.11,772849124.8,2013-04-18,🟢 Buy!,31.610262119313237,578003.5102040817,8974296.014887901,2145.802599319728,46631,0,99971,122943,3609.2385000000004,147
70.56431012,126.74905271,70.56431012,103.87391442,173409.53,1147862586.58,2013-04-19,🟡 Hold,47.042893291241576,846695.1240875912,8974296.014887901,2458.598178832117,59528,0,134824,172867,5356.4547,137
104.01093893,130.77863222,99.86794697,115.77266673,256425.78,1279746716.56,2013-04-20,🟡 Hold,51.47580495510117,629961.4285714285,8974296.0148879,2997.054994805195,48302,0,113196,139990,5475.4732,154
115.71145498,125.34258266,102.4693311,122.96052605,74361.74,1359677515.98,2013-04-21,🟠 Sell,54.15091441510533,492537.4318181818,8974296.0148879,3095.48375,44224,0,100411,130316,4045.1321000000007,176
123.03636385,146.09668728,118.57486428,124.27687826,99319.45,1374777236.15,2013-04-22,🟠 Sell,54.678878416341554,588529.4117647059,8974296.014887901,3018.477807843137,47194,0,100774,153175,5542.852000000001,153
124.2677361,133.05829976,106.2236906,123.44838397,59333.59,1366087532.54,2013-04-23,🟠 Sell,54.22541543353715,698134.9047619047,8974296.0148879,3093.202276190476,61668,0,136999,169007,7467.996799999999,168
123.51475653,144.69433603,120.69986372,127.45834109,116193.72,1410997293.69,2013-04-24,🟠 Sell,56.25161573918748,838567.1604938272,8974296.0148879,3372.497344444444,65023,0,159451,189039,8302.0451,162
127.72712448,185.87225954,127.72712448,148.82315689,224877.43,1648114146.64,2013-04-25,🟠 Sell,65.60994237826276,702862.5813953489,8974296.0148879,3813.2173052325584,62566,0,140524,175841,9110.362000000001,172
148.82236146,160.39757887,129.29814492,152.67216657,187098.18,1691395613.94,2013-04-26,🟠 Sell,67.07404758446503,630693.8947368421,8974296.0148879,3599.1086309941525,55264,0,123659,160999,5789.823,171
163.98580025,163.98580025,139.01415486,139.41992885,128520.58,1545171901.21,2013-04-27,🟠 Sell,57.37077523973242,588885.6598639456,8974296.014887901,3328.7210537414967,44369,0,98909,135165,5140.7444000000005,147
139.41366795,147.40510391,124.43942456,136.70491488,59902.29,1515587582.88,2013-04-28,🟠 Sell,55.47371249457933,488079.9096045198,8974296.0148879,3286.6771079096047,41879,0,91847,173840,4279.349099999999,177
136.68945488,143.3659423,110.8455927,127.95425536,25956.84,1419007893.66,2013-04-29,🟠 Sell,49.3989996219952,590263.2873563218,8974296.014887901,3342.2652522988506,51776,0,116986,166534,6049.3007,174
134.4440002441,147.4880065918,134.0,144.5399932861,0.0,1603768864.5,2013-04-30,🟠 Sell,59.17582503549881,725972.2147651006,9854414.319285223,3569.0515382550343,47599,0,126810,146931,6451.9322,149
144.0,146.9299926758,134.0500030518,139.0,0.0,1542813125.0,2013-05-01,🟠 Sell,55.07461006075141,681520.344370861,10076292.883419001,3512.131209271523,55327,0,118644,151991,5682.3275,151
139.0,139.8899993896,107.7200012207,116.9899978638,0.0,1298954593.75,2013-05-02,🟡 Hold,41.79578957284946,787708.4776119404,10076292.883419001,3069.1545537313436,55429,0,121494,157671,6352.202699999999,134
116.3799972534,125.5999984741,92.2818984985,105.2099990845,0.0,1168517495.25,2013-05-03,🟡 Hold,36.37910933726651,729907.0948905109,10076292.883419,2701.638261313869,51412,0,115974,144723,4848.185600000001,137
106.25,108.1279983521,79.0999984741,97.75,0.0,1085995168.75,2013-05-04,🟡 Hold,33.23208772383394,631871.4716981133,10076292.883419001,2309.987455345912,50261,0,111649,171517,4171.7603,159
98.0999984741,115.0,92.5,112.5,0.0,1250316562.5,2013-05-05,🟡 Hold,44.23717696272344,610585.6727272727,10076292.883419001,2689.6320963636367,50332,0,115954,153342,3899.2993000000006,165
112.9000015259,118.8000030518,107.1429977417,115.9100036621,0.0,1288693175.5,2013-05-06,🟡 Hold,46.58569596096408,652735.9036144578,10076292.883419001,2873.19413313253,53340,0,124979,168310,6008.2115,166
115.9800033569,124.6630020142,106.6399993896,112.3000030518,0.0,1249023060.0,2013-05-07,🟡 Hold,44.30632310300523,684170.1428571428,10076292.883419001,2958.291725595238,56735,0,128471,190787,5467.0127,168
112.25,113.4440002441,97.6999969482,111.5,0.0,1240593600.0,2013-05-08,🟡 Hold,43.758852275510094,626374.6909090909,10076292.883419001,2699.356252121212,50439,0,114668,181575,5545.041500000001,165
109.5999984741,115.7799987793,109.5999984741,113.5660018921,0.0,1264049202.15,2013-05-09,🟡 Hold,45.75610541872602,756502.5609756098,10076292.883419001,2868.8751243902443,66774,0,143645,180398,7441.5097000000005,164
113.1999969482,113.4599990845,109.2600021362,112.6699981689,0.0,1254535382.0,2013-05-10,🟡 Hold,44.95718222796433,762567.2558139535,10076292.883419001,2820.286749418605,67881,0,149436,205059,7144.3143,172
112.7990036011,122.0,111.5510025024,117.1999969482,0.0,1305479080.0,2013-05-11,🟡 Hold,50.04542071989573,762536.2417582418,10076292.883419003,2972.264602747253,73402,0,163340,196327,7237.143900000001,182
117.6999969482,118.6790008545,113.0100021362,115.2429962158,0.0,1284207489.42,2013-05-12,🟡 Hold,47.84093509903341,728707.8095238095,10301130.952764407,2919.807369047619,65428,0,141611,182638,6519.6479,168
115.6399993896,117.4489974976,113.4349975586,115.0,0.0,1281982625.0,2013-05-13,🟡 Hold,47.54090364471104,675182.6666666666,11187257.461361006,2894.6679689655175,60998,0,134624,181564,6684.7243,174
114.8199996948,118.6989974976,114.5,117.9800033569,0.0,1315710010.5,2013-05-14,🟡 Hold,51.816806754060416,807669.5324675324,11187257.461361002,2951.8539863636365,66470,0,144105,183055,6676.5273,154
117.9800033569,119.8000030518,110.25,111.5,0.0,1243874487.5,2013-05-15,🟡 Hold,43.01901131739458,871970.9787234042,11187257.461361004,2907.293585106383,64171,0,142820,180323,6915.197,141
111.4000015259,115.8099975586,103.5,114.2200012207,0.0,1274623812.5,2013-05-16,🟡 Hold,47.348676205914565,804566.2702702703,11187257.461361004,2797.2945831081083,61158,0,133407,194616,8479.6018,148
114.2200012207,118.7600021362,112.1999969482,118.7600021362,0.0,1325726787.0,2013-05-17,🟡 Hold,54.0700091704303,696030.8074534162,11187257.461361002,2895.059239130435,58731,0,131836,152342,6328.7732,161
118.2099990845,125.3000030518,116.5709991455,123.0149993896,0.0,1373723881.88,2013-05-18,🟡 Hold,59.64151084545144,670191.4630872483,11187257.461361006,3029.3381751677853,52215,0,119163,134039,4743.8822,149
123.5,125.25,122.3000030518,123.4980010986,0.0,1379574545.85,2013-05-19,🟡 Hold,60.27270388959603,566284.2564102564,11187257.461361004,3085.8564,47820,0,103250,128588,5749.602499999999,156
123.2109985352,124.5,119.5709991455,121.9899978638,0.0,1363204702.75,2013-05-20,🟡 Hold,57.05796926643307,723893.1782945737,11187257.461361002,3042.4507023255815,48821,0,105871,152013,5218.1338,129
122.5,123.6210021973,120.1200027466,122.0,0.0,1363709900.0,2013-05-21,🟡 Hold,57.0754906416609,696049.0860927153,11187257.461361004,3048.855928476821,53942,0,122074,154445,5602.991,151
122.0199966431,123.0,121.2099990845,122.8799972534,0.0,1374013440.0,2013-05-22,🟡 Hold,58.782755970493206,635595.2564102564,11187257.461361004,3039.895067307692,51990,0,114895,143925,5989.641599999999,156
122.8899993896,124.0009994507,122.0,123.888999939,0.0,1385778992.85,2013-05-23,🟡 Hold,60.843204346877606,649097.7011494252,11187257.461361006,3063.2505051724143,59789,0,133528,155659,6829.591000000001,174
123.8000030518,126.9339981079,123.0999984741,126.6999969482,0.0,1417769832.5,2013-05-24,🟡 Hold,66.26431518744933,636027.5976331361,11187257.461361004,3124.0837958579878,55401,0,127127,149150,5971.3998,169
126.3000030518,133.8500061035,125.71900177,133.1999969482,0.0,1491070770.0,2013-05-25,🟡 Hold,75.36439581105782,596073.5515151515,11450754.074565092,3256.9042072727275,51280,0,116615,131655,6089.1825,165
133.1000061035,133.2189941406,128.8999938965,131.9799957275,0.0,1477958233.0,2013-05-26,🟡 Hold,71.20472160035507,533581.472392638,12153411.709776001,3272.626288343558,40722,0,103444,122586,4095.6087,163
131.9859924316,136.0,130.6150054932,133.4799957275,0.0,1495293015.0,2013-05-27,🟡 Hold,73.29571628962043,594348.2272727273,12153411.709776,3360.93319375,52758,0,122283,148213,6500.211300000001,176
133.5,135.4649963379,124.6999969482,129.7449951172,0.0,1454029509.62,2013-05-28,🟡 Hold,60.643581383100326,678364.6329113924,12153411.709776001,3268.212270253164,57070,0,126081,144531,7064.528699999999,158
129.7700042725,130.5800018311,125.5999984741,129.0,0.0,1446189975.0,2013-05-29,🟡 Hold,58.326394776369824,640295.3095238095,12153411.709776,3218.981423809524,55060,0,126703,144182,6632.879299999999,168
129.0,132.5899963379,127.6620025635,132.3000030518,0.0,1483734577.5,2013-05-30,🟡 Hold,65.1352164991871,625284.3798882682,12153411.709776,3268.566359217877,57426,0,131152,149719,6142.6493,179
132.25,132.25,127.0,128.7989959717,0.0,1445053940.55,2013-05-31,🟡 Hold,54.2791919284665,589437.5771428571,12153411.709775997,3260.994941714285,54346,0,121282,137220,5817.8632,175
128.7989959717,129.8999938965,126.4000015259,129.0,0.0,1447870200.0,2013-06-01,🟡 Hold,54.77848978014767,499465.76525821595,12153411.709775995,3223.5293713615024,54311,0,125849,138794,5278.0199999999995,213
128.8150024414,129.7799987793,127.1989974976,129.3000030518,0.0,1451916165.0,2013-06-02,🟡 Hold,55.61326173580141,485365.5075376884,12153411.709775997,3233.931357286432,49947,0,114267,130766,6254.8102,199
129.3000030518,129.3999938965,115.0500030518,122.2919998169,0.0,1373837499.9,2013-06-03,🟡 Hold,37.13609010059233,505949.23943661974,12153411.709775995,3082.210720657277,55874,0,129119,142959,7180.370599999999,213
122.5,122.5,116.0,122.2220001221,0.0,1373708057.9,2013-06-04,🟡 Hold,36.99443140385079,519174.2910798122,12153411.709775995,3008.3184769953045,57622,0,131295,144826,6457.822,213
120.7369995117,123.8399963379,119.0999984741,121.4199981689,0.0,1365337545.0,2013-06-05,🟡 Hold,35.21842634695973,591278.7173913043,13466756.644589588,3062.0080717391306,56560,0,126133,156341,7269.4788,184
121.4000015259,123.46900177,119.8990020752,121.6500015259,0.0,1368486468.75,2013-06-06,🟡 Hold,36.23145333622236,574111.5138121546,15605632.681286005,3055.3591961325965,54638,0,123271,134707,4997.264300000001,181
121.9000015259,123.0999984741,117.25,118.0,0.0,1327960200.0,2013-06-07,🟡 Hold,28.16639423650153,619423.7763975156,15605632.681286007,3022.373359627329,52188,0,119119,127092,4688.848599999999,161
118.9700012207,119.0,106.4199981689,111.5,0.0,1255258637.5,2013-06-08,🟡 Hold,19.32655365050036,491692.8397790055,15605632.681286005,2837.3498381215472,48218,0,106247,117031,5176.578899999999,181
111.0,111.4150009155,107.3000030518,108.3000030518,0.0,1219717920.0,2013-06-09,🟡 Hold,16.402374265580008,536197.8867924528,15605632.681286009,2751.478921383648,44471,0,102005,108736,3931.8984,159
107.891998291,108.9899978638,88.5,100.0,0.0,1126642500.0,2013-06-10,🟡 Hold,11.29002032997444,474944.7126436782,15605632.681286005,2469.418456321839,45000,0,98460,109778,3378.812,174
100.43699646,110.1009979248,95.0019989014,106.3499984741,0.0,1198638945.0,2013-06-11,🟡 Hold,30.431313500449264,492795.6,15605632.681286007,2644.72141,49663,0,103996,124589,4989.8511,180
106.3499984741,109.5999984741,104.0,108.9000015259,0.0,1227874725.0,2013-06-12,🟡 Hold,36.75459821840721,425088.17733990145,15605632.681286005,2693.140997044335,45907,0,101884,116494,4545.362800000001,203
109.0,111.7870025635,106.7340011597,108.1500015259,0.0,1219969852.5,2013-06-13,🟡 Hold,35.654794113173935,432461.311827957,15605632.681286007,2745.1728435483874,43193,0,95404,108891,4449.656300000001,186
108.7760009766,110.3000030518,100.5299987793,104.0,0.0,1173637400.0,2013-06-14,🟡 Hold,29.9356919164089,522774.84444444446,15605632.681286007,2648.203216111111,50172,0,113053,120041,3816.5715999999998,180
103.9489974976,104.6999969482,98.0,99.9788970947,0.0,1128709292.08,2013-06-15,🟡 Hold,25.38362706652427,386490.72832369944,15605632.681286007,2532.6876265895953,35826,0,81018,84826,3319.4557999999997,173
100.0,103.6999969482,98.0,99.9880981445,0.0,1129245603.78,2013-06-16,🟡 Hold,25.413571703415244,426023.22162162163,15948722.60046826,2526.475812972973,42966,0,94357,99649,3140.5370999999996,185
99.8000030518,101.5999984741,98.9466018677,99.5100021362,0.0,1124306271.75,2013-06-17,🟡 Hold,24.816466971792,572917.0206896552,19339258.272387,2523.395609655173,45943,0,98175,108704,3682.3688,145
99.9000015259,102.2099990845,99.0,101.6999969482,0.0,1149418485.0,2013-06-18,🟡 Hold,33.12159936299035,598207.6857142857,19339258.272387,2545.1739107142857,46017,0,100694,105594,3804.3452,140
101.9499969482,111.111000061,101.0329971313,107.4000015259,0.0,1214216070.0,2013-06-19,🟡 Hold,49.78136128741599,641289.2058823529,19339258.272386998,2701.1460580882353,47031,0,103721,114033,3997.8541,136
107.0500030518,110.2249984741,105.7549972534,108.25,0.0,1224193837.5,2013-06-20,🟡 Hold,51.84537129729744,633662.5194805195,19339258.272387,2722.287652597403,52515,0,117997,120423,7474.8104,154
108.2509994507,114.3000030518,107.5,110.1500015259,0.0,1246104920.0,2013-06-21,🟡 Hold,56.46079012166817,528623.5476190476,19339258.272386998,2779.1591726190477,47027,0,106746,110297,4730.7373,168
111.2900009155,114.9899978638,107.6849975586,109.5,0.0,1239214237.5,2013-06-22,🟡 Hold,54.40252886300395,470751.0,19339258.272387,2737.399523863636,44594,0,98371,107143,6010.327499999999,176
109.5,109.9560012817,107.513999939,108.3000030518,0.0,1226110327.5,2013-06-23,🟡 Hold,50.48234245143844,427372.9212121212,19339258.272387,2646.438403636364,38507,0,85004,90080,3454.8507,165
108.1999969482,108.8000030518,106.2340011597,107.5999984741,0.0,1218626490.0,2013-06-24,🟡 Hold,48.14712854899421,541898.2133333334,19339258.272387,2650.666366666667,44245,0,97105,105503,4112.4542,150
107.9000015259,108.3339996338,100.9800033569,102.7369995117,0.0,1163935725.67,2013-06-25,🟡 Hold,35.123409047809915,512090.2675159236,19339258.272387,2555.566508917198,44629,0,96422,102696,3425.1975,157
102.0899963379,106.4700012207,101.0100021362,103.9499969482,0.0,1178086140.0,2013-06-26,🟡 Hold,39.80935477677816,483071.1954022989,19339258.272387,2615.2536344827586,45627,0,99865,111174,4176.6266,174
103.3290023804,105.4889984131,102.7919998169,104.0,0.0,1179105200.0,2013-06-27,🟡 Hold,40.015433565174064,509917.86826347304,19339258.272387,2575.5778706586825,46128,0,101457,108768,3144.2684000000004,167
104.0,104.0,101.0999984741,101.43699646,0.0,1150468022.9,2013-06-28,🟡 Hold,33.27712759854522,541661.9408284024,19339258.272387,2543.3742053254437,49552,0,109372,116153,4837.5059,169
101.7369995117,101.7369995117,92.3330001831,94.6492004395,0.0,1073887456.97,2013-06-29,🟡 Hold,21.971229884045627,423179.07692307694,20177844.247258693,2390.217479881657,36545,0,83708,102604,2318.2645,169
94.6600036621,99.9899978638,93.0,94.9940032959,0.0,1078198523.95,2013-06-30,🟡 Hold,23.494723325381813,370686.5882352941,21335329.113983,2395.0819274509804,30953,0,67985,77094,2766.5280000000002,153
94.9990005493,98.1222991943,94.2222976685,96.6139984131,0.0,1096957771.35,2013-07-01,🟡 Hold,30.81745497281463,453488.4840764331,21335329.113982998,2370.986275159236,39128,0,85344,94321,2274.3370999999997,157
97.5100021362,97.6649017334,86.297203064,88.0500030518,0.0,1000065296.25,2013-07-02,🟡 Hold,19.45745404309615,469481.85620915034,21335329.113983,2246.455482352941,39650,0,86480,93491,3167.9436000000005,153
88.0500030518,92.3000030518,87.5100021362,90.1340026855,0.0,1024082227.85,2013-07-03,🟡 Hold,27.011902493425996,344298.0652173913,21335329.113983005,2216.744775543478,35531,0,75291,87911,2483.0519999999997,184
90.4049987793,90.9812011719,76.9792022705,77.5299987793,0.0,881233115.5,2013-07-04,🟢 Buy!,16.32592874888003,389258.3515151515,21335329.113982998,2080.451009090909,35292,0,77378,84663,1930.6673,165
78.8899993896,83.1050033569,72.0,80.5258026123,0.0,915618608.9,2013-07-05,🟢 Buy!,24.51564113132369,361182.7311827957,21335329.113983,1961.0984150537633,37037,0,79826,89605,2529.2980999999995,186
79.9899978638,80.0,65.5260009766,68.4309997559,0.0,778411178.875,2013-07-06,🟢 Buy!,16.838318426510696,337399.7005347594,21335329.113983,1781.7906620320855,33372,0,76943,79314,2111.3568999999998,187
68.5049972534,75.0,66.8199996948,70.2772979736,0.0,799741618.54,2013-07-07,🟢 Buy!,21.185650348736655,304595.1397849462,21335329.113983,1733.088605376344,30356,0,67284,77434,1271.9665,186
